Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","97.26","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","98.05","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","98.01","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2006","2006","6199","Value","3023","Labour force survey","1000 No","27.6","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2007","2007","6199","Value","3023","Labour force survey","1000 No","28.69","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2008","2008","6199","Value","3023","Labour force survey","1000 No","30.45","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2009","2009","6199","Value","3023","Labour force survey","1000 No","31.15","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2010","2010","6199","Value","3023","Labour force survey","1000 No","33.5","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2011","2011","6199","Value","3023","Labour force survey","1000 No","34","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2013","2013","6199","Value","3023","Labour force survey","1000 No","33.67","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2014","2014","6199","Value","3023","Labour force survey","1000 No","35.45","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2015","2015","6199","Value","3023","Labour force survey","1000 No","37.16","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2016","2016","6199","Value","3023","Labour force survey","1000 No","38.11","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","32.84","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","37.19","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21123","Labour force participation rate by age, 25 to 54, rural areas","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","38.11","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2006","2006","6199","Value","3023","Labour force survey","1000 No","54.71","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2007","2007","6199","Value","3023","Labour force survey","1000 No","55.73","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2008","2008","6199","Value","3023","Labour force survey","1000 No","57.33","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2009","2009","6199","Value","3023","Labour force survey","1000 No","59.76","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2010","2010","6199","Value","3023","Labour force survey","1000 No","59.32","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2011","2011","6199","Value","3023","Labour force survey","1000 No","59.34","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2013","2013","6199","Value","3023","Labour force survey","1000 No","58.34","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2014","2014","6199","Value","3023","Labour force survey","1000 No","59.86","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2015","2015","6199","Value","3023","Labour force survey","1000 No","59.89","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2016","2016","6199","Value","3023","Labour force survey","1000 No","63.44","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","58.62","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","59.34","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","51.28","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2006","2006","6199","Value","3023","Labour force survey","1000 No","83.06","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2007","2007","6199","Value","3023","Labour force survey","1000 No","84.75","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2008","2008","6199","Value","3023","Labour force survey","1000 No","85.03","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2009","2009","6199","Value","3023","Labour force survey","1000 No","86.5","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2010","2010","6199","Value","3023","Labour force survey","1000 No","86.67","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2011","2011","6199","Value","3023","Labour force survey","1000 No","87.04","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2013","2013","6199","Value","3023","Labour force survey","1000 No","84.42","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2014","2014","6199","Value","3023","Labour force survey","1000 No","86.19","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2015","2015","6199","Value","3023","Labour force survey","1000 No","85.83","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2016","2016","6199","Value","3023","Labour force survey","1000 No","89.94","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","86.3","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","85.66","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","78.11","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2006","2006","6199","Value","3023","Labour force survey","1000 No","21.38","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2007","2007","6199","Value","3023","Labour force survey","1000 No","22.3","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2008","2008","6199","Value","3023","Labour force survey","1000 No","24.74","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2009","2009","6199","Value","3023","Labour force survey","1000 No","27.48","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2010","2010","6199","Value","3023","Labour force survey","1000 No","27.03","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2011","2011","6199","Value","3023","Labour force survey","1000 No","27.86","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2013","2013","6199","Value","3023","Labour force survey","1000 No","26.75","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2014","2014","6199","Value","3023","Labour force survey","1000 No","29.35","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2015","2015","6199","Value","3023","Labour force survey","1000 No","29.26","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2016","2016","6199","Value","3023","Labour force survey","1000 No","32.13","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","28.11","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","28.74","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21124","Labour force participation rate by age, 55 to 64, rural areas","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","21.64","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2006","2006","6199","Value","3023","Labour force survey","1000 No","31.69","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2007","2007","6199","Value","3023","Labour force survey","1000 No","31.58","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2008","2008","6199","Value","3023","Labour force survey","1000 No","31.18","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2009","2009","6199","Value","3023","Labour force survey","1000 No","30.14","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2010","2010","6199","Value","3023","Labour force survey","1000 No","28.92","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2011","2011","6199","Value","3023","Labour force survey","1000 No","27.73","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2013","2013","6199","Value","3023","Labour force survey","1000 No","29.28","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2014","2014","6199","Value","3023","Labour force survey","1000 No","27.84","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2015","2015","6199","Value","3023","Labour force survey","1000 No","29.6","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2016","2016","6199","Value","3023","Labour force survey","1000 No","30.59","X","Figure from international organizations","Nonstandard age group: Including ages 65-70 Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","30.13","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","25.45","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","23.36","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2006","2006","6199","Value","3023","Labour force survey","1000 No","47.62","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2007","2007","6199","Value","3023","Labour force survey","1000 No","46.54","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2008","2008","6199","Value","3023","Labour force survey","1000 No","46.88","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2009","2009","6199","Value","3023","Labour force survey","1000 No","45.22","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2010","2010","6199","Value","3023","Labour force survey","1000 No","43.84","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2011","2011","6199","Value","3023","Labour force survey","1000 No","42.64","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2013","2013","6199","Value","3023","Labour force survey","1000 No","43.68","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2014","2014","6199","Value","3023","Labour force survey","1000 No","41.76","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2015","2015","6199","Value","3023","Labour force survey","1000 No","45.24","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2016","2016","6199","Value","3023","Labour force survey","1000 No","46.57","X","Figure from international organizations","Nonstandard age group: Including ages 65-70 Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","45.83","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","40.97","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","36.28","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2006","2006","6199","Value","3023","Labour force survey","1000 No","8.91","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2007","2007","6199","Value","3023","Labour force survey","1000 No","9.87","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2008","2008","6199","Value","3023","Labour force survey","1000 No","9.64","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2009","2009","6199","Value","3023","Labour force survey","1000 No","9.62","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2010","2010","6199","Value","3023","Labour force survey","1000 No","8.52","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2011","2011","6199","Value","3023","Labour force survey","1000 No","8.54","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2013","2013","6199","Value","3023","Labour force survey","1000 No","9.66","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2014","2014","6199","Value","3023","Labour force survey","1000 No","8.83","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2015","2015","6199","Value","3023","Labour force survey","1000 No","8.81","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2016","2016","6199","Value","3023","Labour force survey","1000 No","9.35","X","Figure from international organizations","Nonstandard age group: Including ages 65-70 Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","10.05","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","5.79","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21117","Labour force participation rate by age, 65+, rural areas","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","5.91","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2006","2006","6121","Value","3023","Labour force survey","%","53.01","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2007","2007","6121","Value","3023","Labour force survey","%","53.38","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2008","2008","6121","Value","3023","Labour force survey","%","53.88","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2009","2009","6121","Value","3023","Labour force survey","%","54.36","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2010","2010","6121","Value","3023","Labour force survey","%","54.9","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2011","2011","6121","Value","3023","Labour force survey","%","54.84","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2013","2013","6121","Value","3023","Labour force survey","%","54.05","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2014","2014","6121","Value","3023","Labour force survey","%","54.73","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2015","2015","6121","Value","3023","Labour force survey","%","54.79","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2016","2016","6121","Value","3023","Labour force survey","%","53.27","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2018","2018","6121","Value","3023","Labour force survey","%","52.71","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21069","Employment-to-population ratio by age, total (15+), rural areas","1","Total","2019","2019","6121","Value","3023","Labour force survey","%","53.79","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
